budget,id,popularity,release_date,revenue,title,vote_average,vote_count,actor,director,return,release_year,tag
0,67809,4.898537,2003-01-21,0.0,Normal,7.2,12.0,"['Tom Wilkinson', 'Jessica Lange', 'Hayden Panettiere', 'Clancy Brown']",Jane Anderson,0.0,2003-01-01,Midwestern husband father announces plan sex change operation.Love Marriage Acceptance Sex change 'Drama 'TomWilkinson 'JessicaLange 'HaydenPanettiere 'ClancyBrown 'JaneAnderson
0,37922,8.173719,2002-08-23,0.0,Unconditional Love,6.6,19.0,"['Kathy Bates', 'Rupert Everett', 'Meredith Eaton', 'Peter Sarsgaard']",P.J. Hogan,0.0,2002-01-01,After husband leaf woman travel London funeral pop star Victor Fox adored life There meet lover dead pop star convinces come back Chicago figure killed singer Written AnonymousIf love take prisoner somebody forgot tell 'Drama 'Comedy 'Thriller 'KathyBates 'RupertEverett 'MeredithEaton 'PeterSarsgaard P.J.Hogan
0,1376,12.130265,2002-05-21,0.0,Sweet Sixteen,6.5,48.0,"['Martin Compston', 'Annmarie Fulton', 'William Ruane', 'Michelle Abercromby']",Ken Loach,0.0,2002-01-01,Determined normal family life mother get prison Scottish teenager tough background set raise money home.Life ... hit fan 'Crime 'Drama 'MartinCompston 'AnnmarieFulton 'WilliamRuane 'MichelleAbercromby 'KenLoach
0,96171,0.843494,1990-01-18,0.0,Men of Respect,3.8,5.0,"['John Turturro', 'Rod Steiger', 'Katherine Borowitz', 'Dennis Farina']",William Reilly,0.0,1990-01-01,modern day version Shakespeare Macbeth hitman heed spiritualist prophesies rise head family start ascension clandestinely executing head family casting blame others However power come consequence also predicted seer.You respect fear 'Drama 'Action 'Crime 'JohnTurturro 'RodSteiger 'KatherineBorowitz 'DennisFarina 'WilliamReilly
7000000,20312,7.335241,2002-04-13,0.0,Interstate 60,7.1,136.0,"['James Marsden', 'Gary Oldman', 'Amy Smart', 'Christopher Lloyd']",Bob Gale,0.0,2002-01-01,aspiring painter meet various character learns valuable lesson traveling across America.It began wish became adventure ended ultimate road trip 'Adventure 'Comedy 'Drama 'Fantasy 'Mystery 'JamesMarsden 'GaryOldman 'AmySmart 'ChristopherLloyd 'BobGale
0,135890,0.810096,1992-08-26,0.0,Storyville,5.7,6.0,"['James Spader', 'Joanne Whalley', 'Jason Robards', 'Charlotte Lewis']",Mark Frost,0.0,1992-01-01,While investigating blackmailing young politician uncovers family deep secrets.A candidate private moment quickly become public record 'Drama 'Mystery 'JamesSpader 'JoanneWhalley 'JasonRobards 'CharlotteLewis 'MarkFrost
0,2348,2.293644,1994-04-08,616938.0,Holy Matrimony,4.6,7.0,"['Patricia Arquette', 'Joseph Gordon-Levitt', 'Armin Mueller-Stahl', 'Tate Donovan']",Leonard Nimoy,0.0,1994-01-01,young Hutterite boy must marry late brother wife come outside community.The hilariously sexy comedy 'Comedy 'PatriciaArquette 'JosephGordon-Levitt 'ArminMueller-Stahl 'TateDonovan 'LeonardNimoy
0,10389,4.827322,2002-05-09,0.0,The Eye,6.4,108.0,"['Angelica Lee', 'Lawrence Chou', 'Chutcha Rujinanon', 'Yut Lai So']",Danny Pang,0.0,2002-01-01,blind girl get cornea transplant would able see However got bargained realised could even see ghost And ghost right unfriendly embarks journey find origin cornea reveal history previous dead owner ... How believe eye 're 'Horror 'AngelicaLee 'LawrenceChou 'ChutchaRujinanon 'YutLaiSo 'DannyPang
0,20684,1.25361,1997-07-04,0.0,Preaching to the Perverted,6.5,8.0,"['Christien Anholt', 'Guinevere Turner', 'Tom Bell', 'Ricky Tomlinson']",Stuart Urban,0.0,1997-01-01,Henry Harding British government minister moral crusade hire inexperienced young computer whizzkid Peter Emery work Christian computer company called Holy Hardware infiltrate United Kingdom BDSM scene.He want save She want pervert Who win 'Comedy 'ChristienAnholt 'GuinevereTurner 'TomBell 'RickyTomlinson 'StuartUrban
0,27450,0.751073,1990-05-16,0.0,Chicago Joe and the Showgirl,4.5,3.0,"['Kiefer Sutherland', 'Emily Lloyd', 'Keith Allen', 'Patsy Kensit']",Bernard Rose,0.0,1990-01-01,During World War American serviceman London decides impress English girlfriend acting American gangster soon turn deadly.Attraction drew together Compulsion drew murder 'Romance 'Drama 'Crime 'KieferSutherland 'EmilyLloyd 'KeithAllen 'PatsyKensit 'BernardRose
30000000,10922,8.408429,2003-10-29,0.0,The Human Stain,6.1,124.0,"['Anthony Hopkins', 'Nicole Kidman', 'Ed Harris', 'Gary Sinise']",Robert Benton,0.0,2003-01-01,Coleman Silk worldly admired professor loses job unwittingly making racial slur clear name Silk writes book event friend colleague Nathan Zuckerman process discovers dark secret Silk hidden whole life All Silk engages affair Faunia Farley younger woman whose tormented past threatens unravel layer deception Silk constructed.How far would escape past 'Drama 'Thriller 'Romance 'AnthonyHopkins 'NicoleKidman 'EdHarris 'GarySinise 'RobertBenton
0,43708,0.950658,2003-10-31,320092.0,"Die, Mommie, Die!",6.6,17.0,"['Charles Busch', 'Frances Conroy', 'Philip Baker Hall', 'Natasha Lyonne']",Mark Rucker,0.0,2003-01-01,You slipped life easily vermouth glass gin purr reclusive singing star Angela Arden Arden haunted secret treated like dirt louse husband snoopy maid petulant daughter Only mentally defective son well-endowed gigolo treat love affection wonder take drastic action improve life Hollywood ... dirty town someone 'Comedy 'CharlesBusch 'FrancesConroy 'PhilipBakerHall 'NatashaLyonne 'MarkRucker
0,240177,0.078905,2001-04-21,0.0,Dirt,6.0,1.0,"['Michael Covert', 'Trace Fraim', 'Tara Chocol', 'Patrick Warburton']",Michael Covert,0.0,2001-01-01,DIRT quirky comedy two simple-hearted brother abandoned death mother search find replacement Mom Junior Scooter find ill-prepared life ease suffering search desert dreg West Texas woman take Mom place Due social disability forced kidnap woman Piggly Wiggly supermarket They soon realize gotten bargained victim Dede turn maltreated wife abusive Texas Ranger She quickly turn misfortune convincing brother steal baby away sadistic husband Life get even complicated simple-hearted boy vengeful Ranger track bent keeping living happily ever after.Homeless Motherless But full potential 'Comedy 'Crime 'MichaelCovert 'TraceFraim 'TaraChocol 'PatrickWarburton 'MichaelCovert
0,51707,0.190009,2003-10-13,0.0,Girlhood,7.4,5.0,[],Liz Garbus,0.0,2003-01-01,Documentary chronicling America justice system Follows two female inmate victim horrific violence tragedy serving time Maryland juvenile detention center 'Documentary 'LizGarbus
0,30349,0.788215,2003-01-01,0.0,Mail Order Bride,2.8,3.0,"['Danny Aiello', 'Ivana Miličević', 'Vincent Pastore']",Robert Capelli Jr.,0.0,2003-01-01,Nobody like made fool especially mafia come light number men The Mob New York fallen Russian mail-order bride blatantly ripped bos impressed fact Tony Santini think way prove n't mess mob send nephew Russia bring back beautiful manipulative Nina 'Action 'Comedy 'Drama 'Romance 'Thriller 'DannyAiello 'IvanaMiličević 'VincentPastore 'RobertCapelliJr
6000000,13537,6.0872,2003-11-14,2944752.0,Shattered Glass,6.6,114.0,"['Hayden Christensen', 'Peter Sarsgaard', 'Chloë Sevigny', 'Rosario Dawson']",Billy Ray,0.490792,2003-01-01,Fact-based 2003 drama young journalist Stephen Glass got job The New Republic 1995 three year fabricated least half story wrote 'Drama 'History 'HaydenChristensen 'PeterSarsgaard 'ChloëSevigny 'RosarioDawson 'BillyRay
0,28446,0.124863,2001-01-01,0.0,Suspended Animation,0.0,0.0,"['Alex McArthur', 'Rebecca Harrell Tickell', 'Laura Esterman', 'Sage Allen']",John D. Hancock,0.0,2001-01-01,Hollywood animator Tom Alex McArthur get lost Michigan wood snowmobile ride go wrong find refuge isolated cabin inhabited two sister Laura Esterman Sage Allen Initially grateful Tom soon realizes woman cannibal peg next meal Tom friend manage rescue perpetually haunted horrific ordeal 'Horror 'Thriller 'AlexMcArthur 'RebeccaHarrellTickell 'LauraEsterman 'SageAllen 'JohnD.Hancock
150000000,605,15.368205,2003-11-05,424988211.0,The Matrix Revolutions,6.4,3155.0,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving']",Lilly Wachowski,2.83325474,2003-01-01,The human city Zion defends massive invasion machine Neo fight end war another front also opposing rogue Agent Smith.Everything beginning end 'Adventure 'Action 'Thriller 'ScienceFiction 'KeanuReeves 'LaurenceFishburne 'Carrie-AnneMoss 'HugoWeaving 'LillyWachowski
0,33222,1.845605,2003-03-07,0.0,The Revolution Will Not Be Televised,7.6,15.0,['Hugo Chávez'],Kim Bartley,0.0,2003-01-01,Hugo Chavez colourful unpredictable folk hero beloved nation working class elected president Venezuela 1998 proved tough quixotic opponent power structure wanted depose When forcibly removed office April 2002 two independent filmmaker inside presidential palace 'Documentary 'HugoChávez 'KimBartley
32000000,10719,8.754132,2003-10-09,173398518.0,Elf,6.4,1007.0,"['Will Ferrell', 'James Caan', 'Zooey Deschanel', 'Mary Steenburgen']",Jon Favreau,5.4187036875,2003-01-01,When young Buddy fall Santa gift sack Christmas Eve transported back North Pole raised toy-making elf Santa helper But grows adulthood n't shake nagging feeling n't belong Buddy vow visit Manhattan find real dad workaholic publisher.This holiday discover inner elf 'Comedy 'Family 'Fantasy 'WillFerrell 'JamesCaan 'ZooeyDeschanel 'MarySteenburgen 'JonFavreau
0,266741,0.00239,2002-10-10,0.0,Standard Time,0.0,0.0,"['Andrew McCarthy', 'Isabel Rose', 'Cameron Bancroft', 'Alix Korey']",Robert Cary,0.0,2002-01-01,corporate lawyer caught love triangle ambitious cabaret singer 'Music 'Romance 'AndrewMcCarthy 'IsabelRose 'CameronBancroft 'AlixKorey 'RobertCary
0,23995,0.003916,2003-11-07,0.0,Billabong Odyssey,0.0,0.0,"['Ken Bradshaw', 'Ken Collins', 'Brian L. Keaulana']",Philip Boston,0.0,2003-01-01,Action sport documentary follows industry best big wave surfer travel world searching largest wave nature offer 'Action 'Adventure 'Documentary 'KenBradshaw 'KenCollins 'BrianL.Keaulana 'PhilipBoston
0,1277,0.737097,1999-10-21,585604.0,Gloomy Sunday,7.8,12.0,"['Erika Marozsán', 'Joachim Król', 'Ben Becker', 'Stefano Dionisi']",Rolf Schübel,0.0,1999-01-01,Budapest thirty The restaurant owner Laszlo hire pianist András play restaurant Both men fall love beautiful waitress Ilona inspires András composition His song Gloomy Sunday first loved feared melancholic melody trigger chain suicide The fragile balance erotic ménage trois sent kilter German Hans go fall love Ilona well 'Romance 'Drama 'ErikaMarozsán 'JoachimKról 'BenBecker 'StefanoDionisi 'RolfSchübel
0,1836,2.686234,2002-12-04,0.0,In My Skin,6.3,36.0,"['Marina de Van', 'Laurent Lucas', 'Léa Drucker', 'Thibault de Montalembert']",Marina de Van,0.0,2002-01-01,Esther self-conscious young woman work public relation firm One night party friend Sandrine Esther wanders backyard stumble scratching leg piece scrap metal She go back party later realizes injury much severe thought There huge ugly gouge way shin bleeding profusely She go doctor patch tell might need skin graft But Esther becomes obsessed wound She n't let heal sneaking away work cut leg becomes ugly scarred mass begin notice problem arm Before long alienated Vincent jeopardized job compulsive self-destructive behavior But continues grotesque downward spiral 'Drama 'Horror 'MarinadeVan 'LaurentLucas 'LéaDrucker 'ThibaultdeMontalembert 'MarinadeVan
0,292974,0.002353,2003-06-07,0.0,Just an American Boy,0.0,0.0,[],,0.0,2003-01-01,musical documentary film politically minded singer/songwriter Steve Earle
40000000,508,10.586815,2003-09-07,244931766.0,Love Actually,7.0,1917.0,"['Keira Knightley', 'Heike Makatsch', 'Emma Thompson', 'Laura Linney']",Richard Curtis,6.12329415,2003-01-01,Follows seemingly unrelated people life begin intertwine fall love Affections languish develop Christmas draw near.The ultimate romantic comedy 'Comedy 'Romance 'Drama 'KeiraKnightley 'HeikeMakatsch 'EmmaThompson 'LauraLinney 'RichardCurtis
0,197563,0.128164,2002-05-28,0.0,Love Forbidden,6.0,3.0,"['Rodolphe Marconi', 'Andrea Necci', 'Echo Danon', 'Hervé Brunon']",Rodolphe Marconi,0.0,2002-01-01,Rodolphe Marconi writes directs star coming-out drama Défense d'Aimer Love Forbidden Marconi play Bruce young student Paris accepts fellowship Rome take flat Villa Medicis writes full time eventually meet Italian native Matteo Andrea Necci develops feeling man However Bruce confused Matteo also seems interested American student Irene Irene D'Agostino Love Forbidden premiered U.S. 2003 New York Lesbian Gay Film Festival 'Drama 'RodolpheMarconi 'AndreaNecci 'EchoDanon 'HervéBrunon 'RodolpheMarconi
0,11846,5.490622,1991-12-20,89325780.0,Father of the Bride,6.2,355.0,"['Steve Martin', 'Diane Keaton', 'Kimberly Williams-Paisley', 'Kieran Culkin']",Charles Shyer,0.0,1991-01-01,George Banks ordinary middle-class man whose year-old daughter Annie decided marry man upper-class family George n't think life would like without daughter becomes slightly insane wife try make happy Annie wedding take place home foreign wedding planner take ceremony.Love wonderful Until happens daughter 'Comedy 'Romance 'SteveMartin 'DianeKeaton 'KimberlyWilliams-Paisley 'KieranCulkin 'CharlesShyer
0,50314,0.466477,2003-11-12,0.0,My Architect,7.0,8.0,[],Nathaniel Kahn,0.0,2003-01-01,World-famous architect Louis Kahn Exeter Library Salk Institute Bangladeshi Capitol Building two illegitimate child two different woman outside marriage Son Nathaniel always hoped someday father would come live mother Kahn never left wife Instead Kahn found dead men room Penn Station Nathaniel 11 'Documentary 'NathanielKahn
80000000,10715,13.666488,2003-11-14,68514844.0,Looney Tunes: Back in Action,5.6,302.0,"['Brendan Fraser', 'Jenna Elfman', 'Steve Martin', 'Timothy Dalton']",Joe Dante,0.85643555,2003-01-01,Bugs Bunny Daffy Duck feuding way Tired playing second fiddle Bugs Daffy decided leave Studio good aided Warner Bros. humor impaired Vice President Comedy Kate Houghton release contract instructs security guard/aspiring stunt man Drake capture escort Daffy studio lot.Real life never animated 'Animation 'Comedy 'Family 'BrendanFraser 'JennaElfman 'SteveMartin 'TimothyDalton 'JoeDante
150000000,8619,8.693298,2003-11-14,212011111.0,Master and Commander: The Far Side of the World,6.9,808.0,"['Russell Crowe', 'Paul Bettany', ""James D'Arcy"", 'Billy Boyd']",Peter Weir,1.4134074066666666,2003-01-01,After abrupt violent encounter French warship inflicts severe damage upon ship captain British Royal Navy begin chase two ocean capture destroy enemy though must weigh commitment duty ferocious pursuit glory safety devoted crew including ship thoughtful surgeon best friend.The courage impossible lie heart men 'Adventure 'RussellCrowe 'PaulBettany JamesD'Arcy 'BillyBoyd 'PeterWeir
300000,21525,2.409278,2003-01-23,7808524.0,Tupac: Resurrection,8.0,26.0,['Tupac Amaru Shakur'],Lauren Lazin,26.028413333333333,2003-01-01,Home movie photograph recited poetry illustrate life Tupac Shakur one beloved revolutionary volatile hip-hop MCs time.In word 'Music 'Documentary 'TupacAmaruShakur 'LaurenLazin
0,14892,2.441745,2003-05-16,0.0,The Big Empty,6.1,22.0,"['Jon Favreau', 'Joey Lauren Adams', 'Rachael Leigh Cook', 'Daryl Hannah']",Steve Anderson,0.0,2003-01-01,Struggling actor John Person agrees drive blue suitcase Los Angeles small town Baker Calif. hand mysterious cowboy return credit card debt 27000 paid Upon arrival John n't find cowboy receives ominously head-shaped package supposed hang onto While waiting John get close Ruthie whose psychotic boyfriend Randy keep threatening kill him.Cowboys Aliens Blue suitcase bowling ball Strange thing happening middle nowhere 'Comedy 'Drama 'Mystery 'ScienceFiction 'JonFavreau 'JoeyLaurenAdams 'RachaelLeighCook 'DarylHannah 'SteveAnderson
60000000,12146,8.975439,2003-11-26,0.0,The Missing,6.1,162.0,"['Tommy Lee Jones', 'Cate Blanchett', 'Evan Rachel Wood', 'Jenna Boyd']",Ron Howard,0.0,2003-01-01,When rancher single mother two Maggie Gilkeson see teenage daughter Lily kidnapped Apache rebel reluctantly accepts help estranged father Samuel tracking kidnapper Along way two must learn reconcile past work together going hope getting Lily back taken border forced become prostitute.How far would much would sacrifice get back lost 'Thriller 'Western 'Adventure 'TommyLeeJones 'CateBlanchett 'EvanRachelWood 'JennaBoyd 'RonHoward
0,10588,13.706053,2003-11-21,0.0,The Cat in the Hat,4.9,380.0,"['Mike Myers', 'Dakota Fanning', 'Spencer Breslin', 'Kelly Preston']",Bo Welch,0.0,2003-01-01,Conrad Sally Walden home alone pet fish raining outside nothing Until The Cat Hat walk front door introduces imagination first fun game thing get hand The Cat must parent get back.Do n't mess hat 'Comedy 'Fantasy 'Family 'MikeMyers 'DakotaFanning 'SpencerBreslin 'KellyPreston 'BoWelch
40000000,4970,10.939066,2003-11-21,141591324.0,Gothika,5.8,643.0,"['Halle Berry', 'Robert Downey Jr.', 'Charles S. Dutton', 'Penélope Cruz']",Mathieu Kassovitz,3.5397831,2003-01-01,After car crash criminal psychologist Halle Berry come find patient mental institution currently employ seems accused murdering husband memory committing crime try regain memory convince co-worker innocence vengeful spirit us earthly pawn convinces everyone guilt.Because someone dead n't mean 're gone 'Horror 'Thriller 'HalleBerry 'RobertDowneyJr 'CharlesS.Dutton 'PenélopeCruz 'MathieuKassovitz
20000000,470,6.372278,2003-09-06,60427839.0,21 Grams,7.2,943.0,"['Sean Penn', 'Naomi Watts', 'Benicio del Toro', 'Danny Huston']",Alejandro González Iñárritu,3.02139195,2003-01-01,This story three gentle person Paul Rivers ailing mathematician lovelessly married English émigré Christina Peck upper-middle-class suburban housewife happily married mother two little girl Jack Jordan ex-convict found Christian faith strength raise family They brought together terrible accident change life final frame none learn harsh truth love faith courage desire guilt chance change world irretrievably forever.How much life weigh 'Drama 'Crime 'Thriller 'SeanPenn 'NaomiWatts 'BeniciodelToro 'DannyHuston 'AlejandroGonzálezIñárritu
8000000,11042,4.125182,2003-05-21,3432342.0,The Barbarian Invasions,6.7,80.0,"['Rémy Girard', 'Stéphane Rousseau', 'Marie-Josée Croze', 'Dorothée Berryman']",Denys Arcand,0.42904275,2003-01-01,belated sequel 'The Decline American Empire 50-something Montreal college professor Remy learns dying liver cancer decides make amends meet friend family dy first try made peace ex-wife Louise asks estranged son Sebastian successful businessman living London come home Sebastian make impossible happen using contact disrupting entire Canadian system every way possible help father fight terminal illness bitter end also try reunite former friend Pierre Alain Dominique Diane Claude see old friend pass on.A provocative new comedy sex friendship thing invade life 'Comedy 'Crime 'Drama 'RémyGirard 'StéphaneRousseau 'Marie-JoséeCroze 'DorothéeBerryman 'DenysArcand
0,44708,2.389238,2002-09-27,0.0,Blue Gate Crossing,7.2,19.0,"['Chen Bolin', 'Gwei Lun-mei', 'Yolin Liang', 'Chau Ching']",Yee Chin-Yen,0.0,2002-01-01,is-she-or-isn't-she gay comedy focused Taiwanese teen boy might like girl may love 'Drama 'Romance 'ChenBolin 'GweiLun-mei 'YolinLiang 'ChauChing 'YeeChin-Yen
23000000,10147,10.930143,2003-11-26,76488889.0,Bad Santa,6.4,666.0,"['Billy Bob Thornton', 'Tony Cox', 'Brett Kelly', 'Bernie Mac']",Terry Zwigoff,3.3256038695652173,2003-01-01,miserable conman partner pose Santa Little Helper rob department store Christmas Eve But run problem conman befriends troubled kid security bos discovers plot.He n't care 're naughty nice 'Drama 'Comedy 'Crime 'BillyBobThornton 'TonyCox 'BrettKelly 'BernieMac 'TerryZwigoff
90000000,10756,11.605735,2003-11-25,182290266.0,The Haunted Mansion,5.1,481.0,"['Eddie Murphy', 'Terence Stamp', 'Nathaniel Parker', 'Marsha Thomason']",Rob Minkoff,2.0254474,2003-01-01,Workaholic Jim Evers wife/business partner Sara get call one night mansion owner Edward Gracey want sell house Once Evers family arrive mansion butler take dine Gracey Gracey take one look Sara think lost lover.Check pulse door ... one 'Thriller 'Fantasy 'Comedy 'Family 'Mystery 'EddieMurphy 'TerenceStamp 'NathanielParker 'MarshaThomason 'RobMinkoff
80000000,9562,6.982762,2003-11-26,43935763.0,Timeline,5.4,324.0,"['Paul Walker', ""Frances O'Connor"", 'Gerard Butler', 'Billy Connolly']",Richard Donner,0.5491970375,2003-01-01,group archaeological student become trapped past retrieve professor The group must survive 14th century France long enough rescued.They travel past save future 'Action 'Adventure 'ScienceFiction 'PaulWalker FrancesO'Connor 'GerardButler 'BillyConnolly 'RichardDonner
0,11012,6.384589,1992-12-02,7532911.0,Damage,6.7,76.0,"['Jeremy Irons', 'Juliette Binoche', 'Miranda Richardson', 'Rupert Graves']",Louis Malle,0.0,1992-01-01,The life respected British politician height career crumbles becomes obsessed son lover.Desire ... Deceit ... Destiny ... 'Drama 'Romance 'JeremyIrons 'JulietteBinoche 'MirandaRichardson 'RupertGraves 'LouisMalle
0,279714,0.052777,2002-01-01,0.0,OT: Our Town,5.0,1.0,[],Scott Hamilton Kennedy,0.0,2002-01-01,Against odds first theatrical production year Dominguez High School going Thorton Wilder American classic Our Town The kid Compton school experience culture clash embark rich journey discover educational social value theater Our Town tell story human spirit strength stereotype holding Where Thorton Wilder wrote little Grover Corners documentary exemplifies Our Town every town Our Town Compton 'Documentary 'ScottHamiltonKennedy
0,30068,1.078421,2002-01-01,0.0,Devil's Playground,6.7,14.0,"['Velda Bontrager', 'Mark Bontrager', 'Dewayne Chupp', 'Dylan Cole']",Lucy Walker,0.0,2002-01-01,The Devil Playground fascinating moving documentary little-known aspect Amish life Amish permitted join church late teen volition The film explores Rumspringa wherein young Amish given opportunity explore English way life 'Documentary 'VeldaBontrager 'MarkBontrager 'DewayneChupp 'DylanCole 'LucyWalker
0,158413,0.202712,2002-03-08,0.0,Journeys with George,8.0,1.0,['George W. Bush'],Alexandra Pelosi,0.0,2002-01-01,Documentary account George Bush presidential campaign 'GeorgeW.Bush 'AlexandraPelosi
16000000,9556,8.899418,1990-08-24,48878502.0,Darkman,6.2,304.0,"['Liam Neeson', 'Frances McDormand', 'Colin Friels', 'Larry Drake']",Sam Raimi,3.054906375,1990-01-01,Dr. Peyton Westlake verge realizing major breakthrough synthetic skin laboratory destroyed gangster Having burned beyond recognition forever altered experimental medical procedure Westlake becomes known Darkman assuming alternate identity quest revenge new life former love.They destroyed everything everything Now crime new enemy justice new face 'Action 'ScienceFiction 'Crime 'LiamNeeson 'FrancesMcDormand 'ColinFriels 'LarryDrake 'SamRaimi
0,1702,9.217153,1994-12-23,1422749.0,Death Machine,5.8,26.0,"['Ely Pouget', 'Brad Dourif', 'William Hootkins', 'John Sharian']",Stephen Norrington,0.0,1994-01-01,Chaank Armaments experimenting ultimate fighting machine part human part machine far Hardman project unreliable killed number innocent people The genius behind project Jack life world model toy magazine When fired Cale killing corporate officer unleashes ultimate killing machine called 'Warbeast Cale would help her.It feed fear 'Action 'Horror 'ScienceFiction 'Thriller 'ElyPouget 'BradDourif 'WilliamHootkins 'JohnSharian 'StephenNorrington
0,9065,3.16238,1991-05-11,0.0,Europa,7.3,71.0,"['Jean-Marc Barr', 'Barbara Sukowa', 'Udo Kier', 'Ernst-Hugo Järegård']",Lars von Trier,0.0,1991-01-01,American Leopold Kessler Jean-Marc Barr go post-war Germany 1945 work railroad conductor Zentropa Rail Line instead going Army feel valuable thing state world meet Katharina Hartmann Barbara Sukowa daughter railroad owner fall love 'Thriller 'Drama 'Jean-MarcBarr 'BarbaraSukowa 'UdoKier 'Ernst-HugoJäregård 'LarsvonTrier
0,44479,0.090481,1996-09-07,0.0,The Watermelon Woman,8.0,2.0,"['Cheryl Dunye', 'Guinevere Turner', 'Valarie Walker', 'Lisa Marie Bronson']",Cheryl Dunye,0.0,1996-01-01,Cheryl young black lesbian work day job video store trying make film black actress 1930s known playing stereotypical mammy role relegated black actress period first feature film directed black lesbian 'Drama 'CherylDunye 'GuinevereTurner 'ValarieWalker 'LisaMarieBronson 'CherylDunye
0,4823,4.43707,1992-02-07,28590665.0,Final Analysis,5.4,61.0,"['Richard Gere', 'Kim Basinger', 'Uma Thurman', 'Eric Roberts']",Phil Joanou,0.0,1992-01-01,Barr psychiatrist fall love sister one client She beautiful married gangster She hate husband unable escape him.Someone seduced Someone set ... someone dead 'Drama 'Thriller 'Romance 'RichardGere 'KimBasinger 'UmaThurman 'EricRoberts 'PhilJoanou
0,10168,4.470254,1990-07-20,0.0,The Freshman,6.4,69.0,"['Marlon Brando', 'Matthew Broderick', 'Bruno Kirby', 'Penelope Ann Miller']",Andrew Bergman,0.0,1990-01-01,Clark Kellogg young man starting first year film school New York City After small time crook steal belonging Clark meet Carmine Jimmy Toucan Sabatini importer bearing startling resemblance certain cinematic godfather When Sabatini make Clark offer n't refuse find caught caper involving endangered specie fine dining 'Comedy 'Crime 'MarlonBrando 'MatthewBroderick 'BrunoKirby 'PenelopeAnnMiller 'AndrewBergman
0,10234,9.314129,1997-05-14,0.0,Funny Games,7.3,385.0,"['Ulrich Mühe', 'Susanne Lothar', 'Arno Frisch', 'Frank Giering']",Michael Haneke,0.0,1997-01-01,Two psychotic young men take mother father son hostage vacation cabin force play sadistic game one another amusement 'Drama 'Horror 'Thriller 'UlrichMühe 'SusanneLothar 'ArnoFrisch 'FrankGiering 'MichaelHaneke
8500000,10952,12.979446,1991-03-08,47624253.0,New Jack City,6.3,134.0,"['Wesley Snipes', 'Ice-T', 'Allen Payne', 'Chris Rock']",Mario Van Peebles,5.602853294117647,1991-01-01,gangster Nino Cash Money Brothers making million dollar every week selling crack cop Scotty discovers way infiltrate gang become dealer himself.They 're new breed gangster The new public enemy The new family crime 'Thriller 'Crime 'Drama 'WesleySnipes 'Ice-T 'AllenPayne 'ChrisRock 'MarioVanPeebles
0,14022,4.520146,1990-07-27,0.0,Slacker,6.4,79.0,"['Richard Linklater', 'Mark James', 'Jerry Delony']",Richard Linklater,0.0,1990-01-01,Presents day life Austin Texas among social outcast misfit predominantly twenty-something set using series linear vignette These character manner n't fit establishment norm move seamlessly one scene next randomly coming going one another lives 'Comedy 'RichardLinklater 'MarkJames 'JerryDelony 'RichardLinklater
20000000,6472,8.847461,1994-03-11,0.0,Guarding Tess,5.9,86.0,"['Nicolas Cage', 'Shirley MacLaine', 'Austin Pendleton', 'Edward Albert']",Hugh Wilson,0.0,1994-01-01,Doug Secret Service Agent completed stint charge protecting Tess Carlisle widow former U.S. President close personal friend President find requested rotated instead return permanent detail Doug crushed want detail She difficult guard make detail crazy whim demand Doug return idea continue dealing her.A comedy beyond call duty 'Comedy 'Drama 'Thriller 'NicolasCage 'ShirleyMacLaine 'AustinPendleton 'EdwardAlbert 'HughWilson
0,11384,7.122938,1991-03-08,65595485.0,The Hard Way,6.1,116.0,"['Michael J. Fox', 'James Woods', 'Stephen Lang', 'Annabella Sciorra']",John Badham,0.0,1991-01-01,Seeking raise credibility actor land role tough cop new show Hollywood action star Nick Lang work deal New York City Police Capt Brix chance one fan Nick paired detective Lt. John Moss learn act like real cop But Nick drive John crazy question imitating get way John pursuit serial killer.There one way two going get along ... 'Action 'Comedy 'Crime 'MichaelJ.Fox 'JamesWoods 'StephenLang 'AnnabellaSciorra 'JohnBadham
30000000,8010,8.032638,1991-01-30,15556340.0,Highlander II: The Quickening,4.5,213.0,"['Christopher Lambert', 'Sean Connery', 'Virginia Madsen', 'Michael Ironside']",Russell Mulcahy,0.5185446666666667,1991-01-01,year 2025 ozone layer believed destroyed MacLeod Rameriz set thing right Opposition come planet Ziest MacLeod Ramirez homeworld corporation profiting supposed lack ozone Also flashback show story behind MacLeod Ramirez exile Ziest.It kind magic 'Action 'Fantasy 'ScienceFiction 'ChristopherLambert 'SeanConnery 'VirginiaMadsen 'MichaelIronside 'RussellMulcahy
35000000,10410,5.027522,1992-12-25,0.0,Hoffa,6.1,84.0,"['Jack Nicholson', 'Danny DeVito', 'Armand Assante', 'J.T. Walsh']",Danny DeVito,0.0,1992-01-01,Jack Nicholson portrait union leader James Hoffa seen eye friend Bobby Ciaro Danny DeVito The film follows Hoffa countless battle RTA President Roosevelt way conclusion negates theory disappeared 1975 'Crime 'History 'JackNicholson 'DannyDeVito 'ArmandAssante J.T.Walsh 'DannyDeVito
